smiles,group,IC50_nM,pIC50
Oc1cc(F)c(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,training,35,7.456 
Oc1ccc(c(Cl)c1)c2ccc3cc(O)ccc3c2,training,10,8.000 
Oc1ccc(c(Cl)c1)c2ccc3c(Cl)c(O)ccc3c2,training,36,7.444 
COc1cc(O)ccc1c2ccc3cc(O)ccc3c2,training,174,6.759 
Cc1cc(O)ccc1c2ccc3cc(O)ccc3c2,training,40,7.398 
Cc1cc(O)ccc1c2ccc3c(Cl)c(O)ccc3c2,training,40,7.398 
Oc1ccc2cc(ccc2c1)c3ccc(O)c(F)c3,training,92,7.036 
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)ccc3c2,training,143,6.845 
Oc1ccc2cc(ccc2c1)c3ccc(O)c(Cl)c3,training,107,6.971 
Oc1ccc(cc1Cl)c2ccc3c(Cl)c(O)ccc3c2,training,356,6.449 
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)c(F)c3,training,92,7.036 
Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)c(F)c3,training,519,6.285 
Oc1ccc(cc1)c2cc(F)c3cc(O)ccc3c2,training,22,7.658 
Oc1ccc2cc(cc(F)c2c1)c3ccc(O)c(F)c3,training,21,7.678 
Oc1ccc(cc1)c2cc(F)c3c(Cl)c(O)ccc3c2,training,40,7.398 
Oc1ccc(cc1F)c2cc(F)c3c(Cl)c(O)ccc3c2,training,125,6.903 
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3c2,training,30,7.523 
Oc1ccc(cc1)c2cc(Cl)c3c(Cl)c(O)ccc3c2,training,43,7.367 
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3c2,training,105,6.979 
Oc1ccc2cc(cc(C#N)c2c1)c3ccc(O)c(F)c3,training,210,6.678 
Oc1ccc(cc1)c2cc(C#N)c3c(Br)c(O)ccc3c2,training,131,6.883 
Oc1ccc(cc1)c2cc(C#N)c3c(Cl)c(O)ccc3c2,training,109,6.963 
Oc1ccc(cc1F)c2cc(C#N)c3c(Cl)c(O)ccc3c2,training,299,6.524 
Oc1ccc(cc1F)c2cc(C#N)c3c(F)c(O)ccc3c2,training,312,6.506 
Oc1ccc2cc(cc(C=O)c2c1)c3ccc(O)c(F)c3,training,231,6.636 
Oc1ccc2cc(cc(C=C)c2c1)c3ccc(O)c(F)c3,training,254,6.595 
CCc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,training,235,6.629 
Oc1ccc2cc(cc(C#C)c2c1)c3ccc(O)c(F)c3,training,247,6.607 
CC#Cc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,training,343,6.465 
Oc1ccc(c(F)c1)c2cc(C#N)c3cc(O)ccc3c2,training,26,7.585 
Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)cc3F,training,186,6.730 
Oc1ccc2cc(cc(C#N)c2c1)c3c(F)cc(O)cc3F,training,45,7.347 
Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)c(F)c3,training,548,6.261 
Oc1ccc(cc1)c2ccc3cc(O)cc(C#N)c3c2,training,84,7.076 
Oc1cc(C#N)c2cc(ccc2c1)c3ccc(O)c(F)c3,training,96,7.018 
Oc1ccc(cc1F)c2ccc3c(Br)c(O)cc(C#N)c3c2,training,116,6.936 
Oc1ccc(cc1F)c2ccc3c(C#N)c(O)cc(C#N)c3c2,training,877,6.057 
Cc1c(O)cc(C#N)c2cc(ccc12)c3ccc(O)c(F)c3,training,406,6.391 
Oc1ccc(cc1)c2ccc3c(Cl)c(O)cc(C#N)c3c2,training,98,7.009 
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)cc(C#N)c3c2,training,55,7.260 
Oc1cc(C#C)c2cc(ccc2c1)c3ccc(O)c(F)c3,training,73,7.137 
CC#Cc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,training,180,6.745 
Oc1cc(C=O)c2cc(ccc2c1)c3ccc(O)c(F)c3,training,73,7.137 
Oc1cc(C=C)c2cc(ccc2c1)c3ccc(O)c(F)c3,training,527,6.278 
CCc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,training,113,6.947 
Oc1ccc(cc1)c2ccc3cc(O)ccc3c2,training,211,6.676 
Oc1cccc(c1)c2ccc3c(O)cccc3c2,training,1452,5.838 
Oc1ccc(cc1)c2ccc3c(O)cccc3c2,training,22,7.658 
Oc1cccc(c1)c2ccc3cc(O)ccc3c2,training,230,6.638 
Oc1ccc2cc(ccc2c1)c3ccccc3,training,1345,5.871 
Oc1ccc(cc1)c2ccc3ccc(O)cc3c2,training,442,6.355 
Oc1cccc(c1)c2ccc3ccc(O)cc3c2,training,2642,5.578 
Oc1ccc2ccc(cc2c1)c3ccccc3,training,3405,5.468 
Oc1ccc(cc1)c2ccc3ccccc3c2,training,638,6.195 
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3c2,training,91,7.041 
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3c2,training,266,6.575 
Oc1ccc(cc1)c2ccc3c(F)c(O)ccc3c2,training,77,7.114 
Oc1ccc(cc1)c2ccc3c(C#N)c(O)ccc3c2,training,1402,5.853 
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)c4ccccc4,training,1231,5.910 
Cc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,training,282,6.550 
COc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,training,884,6.054 
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)[N+](=O)[O-],training,709,6.149 
Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,training,24,7.620 
CCC1=N[C@@H]([C@@H](N1)c2ccc(O)cc2)c3ccc(OCCN4CCCCC4)cc3,training,38,7.420 
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCCC6C5,training,63,7.201 
CC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,training,69,7.161 
CCN1CCN(CC1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,training,38,7.420 
CCC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,training,162,6.790 
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,training,185,6.733 
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,training,106,6.975 
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccc(F)cc5,training,87,7.060 
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(F)c5,training,163,6.788 
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,training,108,6.967 
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,training,169,6.772 
CC(C)N1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,training,83,7.081 
CC(C)CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,training,119,6.924 
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC6CC6)CC5,training,122,6.914 
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCC6,training,123,6.910 
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCCC6,training,177,6.752 
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,training,18,7.745 
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,training,3.34,8.476 
CN(C)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,training,51.4,7.289 
CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,training,18,7.745 
CCN(CC)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,training,57.4,7.241 
CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,training,31.2,7.506 
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,training,126,6.900 
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,training,10,8.000 
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,training,39,7.409 
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,training,2.84,8.547 
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,training,27.2,7.565 
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,training,6,8.222 
Oc1ccc(cc1)c2ccc3cc(O)ccc3n2,training,1775,5.751 
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3n2,training,632,6.199 
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3n2,training,1140,5.943 
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3n2,training,213,6.672 
Oc1ccc2nc(cc(Cl)c2c1)c3ccc(O)c(F)c3,training,246,6.609 
Oc1ccc(cc1)c2cc(Br)c3cc(O)ccc3n2,training,212,6.674 
Oc1ccc2nc(cc(Br)c2c1)c3ccc(O)c(F)c3,training,283,6.548 
Oc1ccc2nc(cc(Br)c2c1)c3cc(F)c(O)c(F)c3,training,783,6.106 
Oc1ccc(cc1)c2cc(C=C)c3cc(O)ccc3n2,training,504,6.298 
Oc1ccc2nc(cc(C=C)c2c1)c3ccc(O)c(F)c3,training,385,6.415 
CCc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,training,634,6.198 
CCc1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,training,1750,5.757 
Oc1ccc(cc1)c2cc(C#C)c3cc(O)ccc3n2,training,1500,5.824 
Oc1ccc2nc(cc(C#C)c2c1)c3ccc(O)c(F)c3,training,1309,5.883 
Oc1ccc2nc(cc(C#C)c2c1)c3cc(F)c(O)c(F)c3,training,4820,5.317 
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3n2,training,455,6.342 
Oc1ccc2nc(cc(C#N)c2c1)c3ccc(O)c(F)c3,training,1047,5.980 
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)cc3,training,3138,5.503 
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,training,3370,5.472 
Oc1ccc2nc(cc(c3ccccc3)c2c1)c4ccc(O)c(F)c4,training,1815,5.741 
COc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,training,6630,5.178 
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,training,1.3,8.886 
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,training,1.3,8.886 
C[C@@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,training,0.6,9.222 
C[C@@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,training,0.2,9.699 
C[C@@H]1CCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,training,0.5,9.301 
C[C@@H](COc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1)N5CCCC5,training,0.4,9.398 
C[C@@H]1CCN(CCOc2ccc(cc2)[C@H]3[C@H](CCc4cc(O)ccc34)c5ccccc5)C1,training,0.5,9.301 
C[C@@H](COc1ccc(cc1)[C@H]2[C@H](CCc3cc(O)ccc23)c4ccccc4)N5CCCC5,training,0.6,9.222 
Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,training,8310,5.080 
Oc1ccc(cc1)c2c([nH]c3ccccc23)c4ccccc4,training,24,7.620 
Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccc(O)cc4,training,94.8,7.023 
c1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,training,6950,5.158 
Oc1ccc(cc1)c2[nH]c(nc2c3ccccc3)C(F)(F)F,training,403,6.395 
Oc1ccc(cc1)c2noc(c2c3ccccc3)C(F)(F)F,training,8.5,8.071 
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4Cl,training,1730,5.762 
Cc1nocc1c2nc3ccccc3n2c4ccc(O)cc4,training,1160,5.936 
Cn1cccc1c2nc3ccccc3n2c4ccc(O)cc4,training,2940,5.532 
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4,training,1800,5.745 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@H]2O,training,2236,5.651 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@]2(O)C#C,training,147,6.833 
C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@]12C,training,1053,5.978 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CO)C1CC[C@@H]2O,training,6324,5.199 
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,training,210,6.678 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,training,4643,5.333 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C#C)C1CC[C@@H]2O,training,425,6.372 
CCC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,training,5155,5.288 
CC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,training,2329,5.633 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC=C)C1CC[C@@H]2O,training,1738,5.760 
CC\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,training,3042,5.517 
C\C=C\[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,training,1164,5.934 
C\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,training,1956,5.709 
CO\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,training,3349,5.475 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Br)C1CC[C@@H]2O,training,3984,5.400 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Cl)C1CC[C@@H]2O,training,5600,5.252 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/Cl)C1CC[C@@H]2O,training,6690,5.175 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\F)C1CC[C@@H]2O,training,4165,5.380 
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/F)C1CC[C@@H]2O,training,4280,5.369 
CN(C)CCOc1ccc(cc1)\C(=C(\CCCCO)/c2ccccc2)\c3ccc(O)cc3,training,79,7.102 
CN(C)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,training,320,6.495 
CN(C)CCOc1ccc(cc1)\C(=C(\CCO)/c2ccccc2)\c3ccc(O)cc3,training,250,6.602 
CSCCC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,training,10,8.000 
CN(C)CCOc1ccc(cc1)\C(=C(\CCCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,training,13,7.886 
CN(C)CCOc1ccc(cc1)\C(=C(\CCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,training,1,9.000 
CN(C)CCOc1ccc(cc1)\C(=C(\CCCC#N)/c2ccccc2)\c3ccc(O)cc3,training,25,7.602 
CN(C)CCOc1ccc(cc1)\C(=C(\CCC#N)/c2ccccc2)\c3ccc(O)cc3,training,200,6.699 
CN(C)CCOc1ccc(cc1)\C(=C(\CCCCl)/c2ccccc2)\c3ccc(O)cc3,training,100,7.000 
CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccc(O)cc3,training,4,8.398 
CCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,training,404,6.394 
CCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,training,90,7.046 
CCN(c1cccc(OC)c1)S(=O)(=O)c2ccc(O)cc2,training,1973,5.705 
CCCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,training,303,6.519 
CCN(c1ccc(O)cc1)S(=O)(=O)c2ccc(O)cc2,training,272,6.565 
CCN(c1ccccc1)S(=O)(=O)c2ccc(O)c(C)c2,training,328,6.484 
CC(C)N(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,training,871,6.060 
CCN(c1ccccc1OC)S(=O)(=O)c2ccc(O)cc2,training,830,6.081 
CC(C)(C)CN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,training,1371,5.863 
Oc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccccc3,training,500,6.301 
Oc1ccc(cc1)S(=O)(=O)N(C2CCCCC2)c3ccccc3,training,866,6.062 
Oc1ccc(cc1)S(=O)(=O)N(c2ccccc2)c3ccccc3,training,410,6.387 
CCCCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,training,317,6.499 
Oc1ccc(cc1)S(=O)(=O)N(CC=C)c2ccccc2,training,235,6.629 
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(C)c2,training,40,7.398 
CCCN(c1ccccc1c2ccccc2)S(=O)(=O)c3ccc(O)c(C)c3,training,253,6.597 
CCCN(c1ccccc1F)S(=O)(=O)c2ccc(O)cc2,training,74,7.131 
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(c2)C(F)(F)F,training,60,7.222 
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,training,26,7.585 
CCCN(c1c(C)cccc1CC)S(=O)(=O)c2ccc(O)c(C)c2,training,7,8.155 
CCCN(c1c(C)cccc1C)S(=O)(=O)c2ccc(O)c(C)c2,training,14,7.854 
CCCN(c1c(Cl)cccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,training,16,7.796 
CCCN(c1c(CC)cccc1CC)S(=O)(=O)c2ccc(O)c(C)c2,training,5,8.301 
CCCN(c1c(C)cccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,training,26,7.585 
CCCN(c1c(C)cccc1Cl)S(=O)(=O)c2ccc(O)cc2,training,24,7.620 
CCCN(c1ccccc1C(F)(F)F)S(=O)(=O)c2ccc(O)cc2,training,54,7.268 
CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,training,51,7.292 
CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)cc2,training,42,7.377 
CCCN(c1ccccc1C)S(=O)(=O)c2ccc(O)c(C)c2,training,109,6.963 
CC1CCc2ccccc2N1S(=O)(=O)c3ccc(O)cc3,training,479,6.320 
Oc1ccc2c(CCN(c3ccccc3Cl)S2(=O)=O)c1,training,892,6.050 
Cc1c(O)ccc2c1CCc3cc(O)cc(C=C)c23,training,240,6.620 
Cc1cc(O)c(C)c2c1c3ccc(O)c(C)c3OC2(C)CC=C,training,157,6.804 
Cc1c(O)ccc2c1OC(C)(C)c3c(C)c(O)ccc23,training,468,6.330 
CC(C)CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,training,627,6.203 
CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)c(C)c13,training,237,6.625 
CCCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,training,626,6.203 
CCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,training,435,6.362 
CCC1Oc2c(C)c(O)ccc2c3ccc(O)c(C)c13,training,101,6.996 
CC1Oc2c(C)c(O)ccc2c3ccc(O)c(C)c13,training,335,6.475 
CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,training,1210,5.917 
Cc1cc(O)cc2COc3c(C)c(O)ccc3c12,training,1030,5.987 
Cc1c(O)ccc2c1COc3c(C)c(O)ccc23,training,4610,5.336 
Cc1c(O)c(Cl)c(C)c2c3ccc(O)c(Cl)c3OC(=O)c12,training,597,6.224 
Cc1c(O)c(Cl)cc2c3ccc(O)c(Cl)c3OC(=O)c12,training,524,6.281 
Oc1ccc2c(OC(=O)c3c(Cl)c(O)c(F)cc23)c1Cl,training,11600,4.936 
Cc1cc(O)c(C)c2C(=O)Oc3c(C)c(O)ccc3c12,training,716,6.145 
Cc1cc(O)c(C)c2OC(=O)c3c(C)c(O)ccc3c12,training,785,6.105 
Cc1cc(O)cc2C(=O)Oc3c(C)c(O)ccc3c12,training,583,6.234 
CCc1cc(O)cc2C(=O)Oc3c(C)c(O)ccc3c12,training,1780,5.750 
Cc1c(O)ccc2c3ccc(O)c(Br)c3OC(=O)c12,training,1920,5.717 
CCc1c(O)ccc2c3ccc(O)c(F)c3OC(=O)c12,training,228,6.642 
Cc1c(O)ccc2c3ccc(O)c(F)c3OC(=O)c12,training,1580,5.801 
CCc1c(O)ccc2c1OC(=O)c3c(C)c(O)ccc23,training,229,6.640 
CCc1c(O)ccc2c3ccc(O)c(C)c3OC(=O)c12,training,484,6.315 
Cc1c(O)ccc2c1OC(=O)c3c(O)c(O)ccc23,training,1280,5.893 
Cc1cc(O)c(Cl)c2C(=O)Oc3c(Cl)c(O)ccc3c12,training,2521,5.598 
Cc1cc(O)cc2OC(=O)c3c(C)c(O)ccc3c12,training,1860,5.730 
Cc1cc(O)c(C)c2OC(=O)c3cc(O)ccc3c12,training,488,6.312 
Cc1c(O)ccc2c3ccc(O)cc3OC(=O)c12,training,1170,5.932 
Cc1c(O)ccc2c1OC(=O)c3cc(O)ccc23,training,654,6.184 
Cc1c(O)ccc2c1OC(=O)c3c(C)c(O)ccc23,training,159,6.799 
COc1c(C)c(Br)c2C(=O)Oc3c(C)c(O)ccc3c2c1C,training,225,6.648 
COc1c(C)cc2C(=O)Oc3c(C)c(O)ccc3c2c1C,training,4160,5.381 
CCc1cc(OC)cc2C(=O)Oc3c(C)c(O)ccc3c12,training,9830,5.007 
Cc1cc(C=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,training,10000,5.000 
Cc1cc(CC=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,training,10000,5.000 
Cc1cc(Br)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,training,3120,5.506 
Cc1cc(C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,training,3710,5.431 
CC\C=C\c1cc2c(cc1Br)C(=O)Oc3c(C)c(O)ccc23,training,1090,5.963 
COc1cc2C(=O)Oc3c(C)c(O)ccc3c2cc1Br,training,10000,5.000 
Cc1cc2c(cc1Br)C(=O)Oc3c(C)c(O)ccc23,training,6850,5.164 
Cc1ccc(C)c2c3ccc(O)c(C)c3OC(=O)c12,training,3074,5.512 
Cc1c(O)ccc2c1OC(=O)c3c(Br)cc(Br)cc23,training,597,6.224 
Cc1c(O)ccc2c1OC(=O)c3c(C)c(NS(=O)(=O)C)ccc23,training,4258,5.371 
Cc1c(O)ccc2c1OC(=O)c3c(C)c(N)ccc23,training,14300,4.845 
COc1ccc2c3ccc(O)c(C)c3OC(=O)c2c1C,training,1000,6.000 
C\C=C\c1cccc2C(=O)Oc3c(C)c(O)ccc3c12,training,3030,5.519 
CCc1c(O)ccc2c1OC(=O)c3cc(Br)ccc23,training,5460,5.263 
Cc1cc(C)c2c(c1)C(=O)Oc3cc(O)ccc23,training,585,6.233 
Cc1c(O)ccc2c1OC(=O)c3cc(C=C)ccc23,training,4590,5.338 
CCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)c(C)c13,training,129,6.889 
Oc1ccc(cc1)N2C=Nc3cc(O)cc(O)c3C2=O,training,11097,4.955 
Oc1ccc(cc1)N2C=Nc3cc(O)cc(O)c3C2=S,training,2636,5.579 
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)c(F)c3,training,44175,4.355 
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)c(Cl)c3,training,55015,4.260 
Cc1cc(O)ccc1N2C=Nc3cc(O)cc(O)c3C2=O,training,4382,5.358 
COc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)cc3,training,25956,4.586 
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)nc3,training,66860,4.175 
Oc1ccc(nc1)N2C=Nc3cc(O)cc(O)c3C2=O,training,97982,4.009 
Cc1cc(ccc1O)N2C=Nc3cc(O)cc(O)c3C2=O,training,34626,4.461 
Oc1ccc(N2C=Nc3cc(O)cc(O)c3C2=O)c(Cl)c1,training,6247,5.204 
Oc1ccc(N2C=Nc3cc(O)cc(O)c3C2=O)c(F)c1,training,7485,5.126 
CC(C)C1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,training,70399,4.152 
CCCCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,training,178,6.750 
CCCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,training,5365,5.270 
CCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,training,19437,4.711 
CC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,training,33248,4.478 
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccccc3,training,75588,4.122 
Oc1cccc(c1)N2C=Nc3cc(O)cc(O)c3C2=O,training,43814,4.358 
Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,training,53640,4.271 
CCCc1c(O)cc2N=CN(C(=O)c2c1O)c3ccc(O)cc3,training,10649,4.973 
Cc1c(O)cc(O)c2C(=O)N(C=Nc12)c3ccc(O)cc3,training,15297,4.815 
CC(=C)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,training,43968,4.357 
OCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,training,121,6.917 
Oc1ccc(cc1)N2C=Nc3cc(O)cc(c4ccccc4)c3C2=O,training,101544,3.993 
COC(=O)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,training,81324,4.090 
CCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,training,13240,4.878 
Cc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,training,9635,5.016 
Nc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,training,15521,4.809 
Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3N=C2c4ccc(O)cc4,training,48473,4.315 
Oc1ccc(cc1)N2C(=O)Nc3cc(O)cc(O)c3C2=O,training,70277,4.153 
Oc1ccc(cc1)N2C(=S)Nc3cc(O)cc(O)c3C2=O,training,11111,4.954 
Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=S,training,55883,4.253 
Oc1ccc(nc1)N2C=Nc3cc(O)cc(O)c3C2=S,training,27569,4.560 
CCc1cc(O)cc2N=CN(C(=S)c12)c3ccc(O)cc3,training,2260,5.646 
Cc1cc(O)cc2N=CN(C(=S)c12)c3ccc(O)cc3,training,1753,5.756 
Cc1cc(ccc1O)N2C=Nc3cc(O)cc(O)c3C2=S,training,2854,5.545 
